code,Plan_ClusterName
2337551,NULL
2337403,NULL
2337378,NULL
2338870,NULL
2338689,NULL
2337568,NULL
2338749,NULL
2338489,NULL
2338492,NULL
2338843,NULL
2338490,NULL
776178,DM2AzfStr01
709321,BN1AzfDDC01
776195,DM2AzfDDC01
2266446,NULL
2263530,LN1PrdApp08
2263796,NULL
2257212,BYAPrdApp30
2337966,NULL
2337422,NULL
2337818,NULL
2338465,NULL
2338282,NULL
2337500,NULL
2338674,NULL
2338822,NULL
2338476,NULL
2338846,NULL
2337787,NULL
2337670,NULL
2337469,NULL
2338600,NULL
2337903,NULL
2338066,NULL
2337345,NULL
2338053,NULL
2337407,NULL
2337564,NULL
2338599,NULL
2338680,NULL
2337957,NULL
2338344,NULL
2338400,NULL
2337718,NULL
2341238,NULL
2341245,NULL
2341326,NULL
2341327,NULL
2341328,NULL
2341329,NULL
2263528,NULL
2135481,CHAPrdApp01-02
2183060,PN1PrdApp06-01
2194150,CW1PrdApp05-01
2205375,LN1PrdApp18-01
2296585,MA1PrdApp08-01
2292165,MEL20PrdApp02-01
2205495,DZ6PrdApp02-01
2336025,NULL
2205650,MWH01PrdStp03
2206399,CY4PrdStp03
2207703,BZ6PrdStp09
2194131,BN6PrdStp05
2330101,NULL
2260144,SIN20PrdApp03-01
2193934,OSA20PrdApp01-01
2299097,AMS20PrdStr04
2195153,MEL20PrdApp02
2300123,NULL
2195145,AMS06PrdApp04
2305921,NULL
2300629,NULL
2300965,NULL
2206480,NULL
2208580,BM1PrdApp09-01
2299101,BZ6PrdStr20
2196133,BZ6PrdStr19
2196177,BYAPrdStr15
2207645,YQ1PrdApp07-01
2207935,BL6PrdStr13
709228,SN3PrdApp07
2002217,BY3PrdApp11
2000250,AM3PrdApp19
2337912,NULL
2337538,NULL
2338389,NULL
2337952,NULL
2337479,NULL
2337822,NULL
2337604,NULL
2337609,NULL
2338442,NULL
2337922,NULL
2337587,NULL
2337535,NULL
2337766,NULL
2338468,NULL
2208120,DM5PrdStr10
2292286,NULL
2255070,ML1PrdStr06
2257521,DB3PrdStr11
2263880,DB3PrdStr09
2208550,CHAPrdStr03
2263254,AMS20PrdStr02
2208143,CQ2PrdStr03
2208514,BZ6PrdStr14
2296313,NULL
2321304,NULL
2256551,BLUPrdStr01
2204802,AM5PrdStr15
2208552,SN4PrdStr10
2208557,BYAPrdStr12
2196136,SN4PrdStr15
2208115,DM5PrdStr11
2208493,BZ6PrdStr13
2296312,NULL
2306794,NULL
2208250,SN4PrdStr11
2257523,DB3PrdStr10
2291879,NULL
2208157,TY1PrdStr05
2322339,NULL
2252268,NULL
2195155,AMS06PrdApp10
2195378,AMS06PrdApp07
2194543,AMS06PrdApp05
2194491,AMS06PrdApp03
2255669,NULL
2253021,NULL
2205660,MWH02PrdApp01-05
2252561,NULL
2253019,NULL
2328884,NULL
2255670,NULL
2329206,NULL
2329768,NULL
2330114,NULL
2255680,NULL
2255675,NULL
2195172,SN5AzFApp05
2321431,NULL
2322756,NULL
2322710,NULL
2322430,NULL
2320819,NULL
2255987,NULL
2292928,NULL
2255681,NULL
2194763,MWH02PrdApp03
2193890,DM5PrdDDC06
2195661,CHAPrdStr06
2195710,MWH02PrdStr02
2195924,BL6PrdStr05
2195985,BYAPrdStr05
2208460,PAR21PrdStr03
2305847,NULL
2267338,MRS20PrdStr03
2257431,SY3PrdStr08
2257469,ML1PrdStr08
2206655,SYD23PrdApp02-01
2206344,NULL
2207126,LN1PrdApp19-01
2207768,PS1PrdApp03-01
2292242,TY1PrdApp19-01
2322730,NULL
2291642,OSA20PrdApp03-01
2206610,PAR20PrdApp03-01
2330038,NULL
2195080,CQ2PrdApp08-01
2300843,NULL
2196322,SN4PrdStr08
2196326,BL6PrdStr07
2206658,SIN20PrdApp02-01
709221,BL3PrdApp02
709216,SN1PrdApp03Agg05
2263881,AMS06PrdStr08
2292008,NULL
2321330,NULL
2195950,BZ6PrdStr10
2267734,HKG20PrdStr02
2196110,CQ2PrdStr04
2263686,DM5PrdStr13
2208114,SN4PrdStr14
2307743,NULL
2196050,YT1PrdStr05
2257375,DM5PrdStr12
2291954,BZ7PrdStr07
2322128,NULL
2291925,OSA20PrdStr04
2208069,CHAPrdStr02
2292172,NULL
2321735,NULL
2207728,MWH01PrdStp04
2207718,BZ6PrdStp12
2205523,BZ6PrdStp10
2338250,NULL
2338603,NULL
2337770,NULL
2337461,NULL
2338391,NULL
2337775,NULL
2337656,NULL
2338479,NULL
2337915,NULL
2338759,NULL
2338253,NULL
2338379,NULL
2337610,NULL
2337350,NULL
2337858,NULL
2337314,NULL
2338799,NULL
2338221,NULL
2338184,NULL
2338188,NULL
2338577,NULL
2337349,NULL
2338802,NULL
2337473,NULL
2207763,CBN06PrdStp01
2194628,MWH01PrdStp05
2263958,MWH01PrdStp07
2206507,ML1PrdStp03
2205644,CQ2PrdStp03
845653,CH1PrdStr01
845656,CH1PrdStr02
845657,CH1PrdStr03
845637,HKNPrdStr01
845648,SN1PrdStr03
2341779,NULL
2337387,NULL
2338240,NULL
2338143,NULL
2337486,NULL
2338839,NULL
2338270,NULL
2338801,NULL
2337675,NULL
2338775,NULL
2337928,NULL
2337421,NULL
2337748,NULL
2338046,NULL
2338854,NULL
2338187,NULL
2338418,NULL
2341781,NULL
2341780,NULL
938944,AM3PrdDDC05
938939,HK2PrdDDC02
708973,SY3PrdDDC01
708972,ML1PrdDDC01
766684,AM3PrdDDC06
766669,SG3PrdDDC02
709101,DB4PrdDDC04
2206443,SG2PrdApp39-01
2195078,SN6PrdApp02-01
2207060,CW1PrdApp08-01
2296588,CW1PrdApp09-01
2207059,NULL
2205353,PN1PrdApp07-01
2208578,CDM05PrdApp02-01
2195461,BL7PrdApp15
2153456,BL7PrdApp16
2194033,BL7PrdApp10
2184802,DUB20PrdApp01
2300195,NULL
2322311,NULL
2195467,DM1PrdApp02-02
2147236,MWH02PrdApp01-01
2300029,NULL
2153463,BL7PrdApp03
2195460,HKNPrdApp04-02
2195160,BL7PrdApp09
2300604,NULL
2132721,NULL
2207710,BYAPrdStp08
2292065,AMS06PrdStp03
2207705,BYCPrdStp03
2196129,SY3PrdStr06
2196179,BYAPrdStr04
2321172,NULL
2322603,NULL
2292137,NULL
2292486,TY1PrdStr08
2296057,MEL20PrdStr02
2337303,NULL
2338403,NULL
2337752,NULL
2338421,NULL
2337419,NULL
2338753,NULL
2338256,NULL
2338008,NULL
2338423,NULL
2338380,NULL
2300988,NULL
2322700,NULL
2321720,NULL
2322513,NULL
2267788,DUB20PrdStp02
2322574,NULL
2292184,BL7PrdStp02
2337145,NULL
2301119,NULL
2287741,NULL
2337290,NULL
2338018,NULL
2338408,NULL
2337582,NULL
2337489,NULL
2337452,NULL
2337411,NULL
2337354,NULL
2338498,NULL
2337453,NULL
2338570,NULL
2338761,NULL
2341242,NULL
2341240,NULL
2341235,NULL
2341236,NULL
2341231,NULL
2341232,NULL
2341233,NULL
2337353,NULL
2338320,NULL
2338123,NULL
2338195,NULL
2337815,NULL
2338672,NULL
2338591,NULL
2338268,NULL
2338393,NULL
2337826,NULL
2337842,NULL
2338840,NULL
2338534,NULL
2338090,NULL
2338643,NULL
2338105,NULL
2338627,NULL
2338035,NULL
2337968,NULL
2338328,NULL
2337580,NULL
2337756,NULL
2337632,NULL
2338861,NULL
2291943,NULL
2321689,NULL
2295941,BLAPrdStp03
2288720,NULL
2196132,DM5PrdStr08
2195688,YQ1PrdStr04
2292587,NULL
2196044,SN4PrdStr07
2322084,AMS06PrdStr09
2266866,BZ7PrdStr05
2292009,BN7PrdStr01
2291588,NULL
2301154,DUB07PrdStr01
2194358,DZ5PrdApp11-01
2320010,NULL
2320984,NULL
2266354,BZ7PrdStr06
2300570,SN6PrdStr04
2195174,BYCPrdApp08-01
2321927,NULL
925951,BY3PrdApp05
991175,BL3PrdApp08
2000392,DM2PrdApp02
2000541,BN3PrdApp01
2000722,SN3PrdApp13
925922,CH3PrdApp10
766722,SN3PrdDDC04
774292,BY3PrdDDC03
2341228,NULL
2341229,NULL
2341230,NULL
2207638,BYCPrdApp11-01
2291976,SN6PrdStr03
2208436,BZ6PrdStr16
2292094,NULL
2195685,SN6PrdStr02
2263760,BZ7PrdStr02
2291660,NULL
2292427,DZ6PrdStr02
2001723,BN3PrdApp02
2000540,DM2PrdApp03
2001724,BY3PrdApp07
926035,CH3PrdApp11
742992,SN1PrdApp02
742993,SN1PrdApp03
743160,DB3PrdApp01
742996,SN2PrdApp06
766717,HK2PrdDDC03
697475,AM2PrdApp01
697476,AM2PrdApp02
803077,AM1PrdStr03
803082,AM1PrdStr04
697477,AM2PrdApp03
708860,SG1PrdApp07
697481,AM2PrdApp07
697478,AM2PrdApp04
708889,SG1PrdApp04
709078,DB3PrdApp08
721776,SG1PrdApp05
709080,DB3PrdApp09
697480,AM2PrdApp06
708887,SG1PrdApp03
697479,AM2PrdApp05
709330,CH1PrdHPC01
721779,HKNPrdApp04
708885,HKNPrdApp05
709292,CH1PrdApp14
697490,BY1PrdApp05
697491,BY1PrdApp06
709295,DM1PrdApp04
697492,BY1PrdApp07
709296,DM1PrdApp03
743587,DM1PrdApp02
743168,DM1PrdApp01
709191,BL2PrdApp08
743998,BL2PrdApp03
709285,BL2PrdApp07
743999,BL2PrdApp04
744000,BL2PrdApp05
709284,BL2PrdApp06
697482,AM2PrdDDC03
708901,SG1PrdDDC01
709147,DB3PrdStr05
708955,SG1PrdStr04
709150,AM2Prdstr06
697483,AM2PrdStr05
697496,AM2PrdStr02
709097,DB3PrdDDC03
709149,DB3PrdStr06
716458,BL2PrdStr02
708954,HKNPrdStr04
708956,HKNPrdStr05
708898,HKNPrdDDC01
708957,SG1PrdStr05
709344,BL2PrdDDC01
697493,BY1PrdDDC01
716484,DM1PrdStr01
679798,BY2PrdApp01
2000108,SH2PrdApp02
766721,AM3PrdDDC08
2000121,DB4PrdApp15
2000002,HK2PrdApp03
709112,DB4PrdApp18
2000248,AM3PrdApp15
2000127,DB4PrdDDC07
2000249,AM3PrdApp17
2000098,BJBPrdApp04
709017,DB4PrdApp13
708909,SG3PrdDDC03
2267484,AMS06PrdStr03
2300681,SG2PrdStr09
2292262,NULL
2208374,OSA20PrdStr03
2267072,SE1PrdStr03
2292388,BYCPrdStp05
2205372,TY1PrdStp06
2291869,NULL
2292193,NULL
2296415,NULL
2300592,NULL
2322208,NULL
2321593,NULL
2329970,NULL
2320486,NULL
2320487,NULL
2205641,AMS20PrdApp10-02
2194754,CQ2PrdApp06-01
2263477,NULL
2193856,TY1PrdApp17
2300542,TY1PrdApp18
2000366,OS1prdApp03
2000125,DB4PrdApp16
2002099,AM3PrdApp18
2001488,AM3PrdApp16
2000095,BJBPrdApp05
2194049,SG3PrdApp03-01
2321034,NULL
2206047,CW1PrdStp02
2300395,NULL
2307820,NULL
2257270,BZ7PrdApp05
926037,BY3PrdApp08
926036,BN1PrdDDC02
2000721,SN3PrdApp12
2000825,BY3PrdApp10
2000391,DM2PrdApp01
2268074,SN6PrdStr01
2205164,SN6PrdApp03-01
2207637,DUB20PrdApp03-01
679799,BY2PrdApp02
743258,BY1PrdApp09
743257,BY1PrdApp08
679800,BY2PrdApp03
679830,DB4PrdApp01
679825,AM3PrdApp02
679833,AM3PrdApp04
679834,DB4PrdApp03
679832,AM3PrdApp03
679859,HKNPrdApp07
2337705,NULL
2337401,NULL
2338006,NULL
2337412,NULL
2338315,NULL
2338171,NULL
2338345,NULL
2338335,NULL
2337788,NULL
2338392,NULL
2337343,NULL
2337594,NULL
2337429,NULL
2338395,NULL
2338432,NULL
2337906,NULL
2338824,NULL
2338652,NULL
2337368,NULL
679827,AM3PrdApp01
679835,DB4PrdApp04
679845,DB4PrdApp06
679841,AM2PrdApp08
679883,SG1PrdStr09
679857,HKNPrdStr07
709146,AM3PrdStr06
679855,HKNPrdStr08
679882,SG1PrdStr08
679884,SG1PrdStr07
709153,DB4PrdStr06
708961,SG1PrdStr11
709123,DB4PrdStr02
679881,SG1PrdStr06
709133,AM3PrdStr03
679842,DB4PrdStr01
709124,AM3PrdStr04
679824,AM2PrdStr07
708960,HKNPrdStr11
679854,HKNPrdStr06
709154,AM3PrdStr05
679856,HKNPrdStr09
709143,DB4PrdStr04
709144,AM3PrdStr02
708950,SG1PrdStr10
679829,DB3PrdStr07
709134,DB4PrdStr03
708953,HKNPrdStr10
679794,BL2PrdDDC03
709345,BL2PrdDDC04
716473,BN1PrdStr01
679795,BL2PrdApp09
679796,BL2PrdApp11
679792,BL2PrdApp10
679802,BL2PrdApp12
709348,CH1PrdDDC03
709342,DM1PrdDDC01
709353,SN1PrdDDC01
679789,DM1PrdStr02
679803,DM1PrdStr07
679809,DM1PrdStr04
679797,DM1PrdStr03
679801,DM1PrdStr05
679860,BN1PrdStr03
679862,BN1PrdStr04
679864,BN1PrdStr06
679880,BN1PrdStr02
679863,BN1PrdStr05
708997,AM3PrdApp07
708978,SHAPrdApp02
708999,AM3PrdApp09
709000,DB4PrdApp08
709010,AM3PrdApp10
708886,HKNPrdApp06
708979,BJBPrdApp02
708998,DB4PrdApp07
2194678,AMS06PrdApp15-01
2206571,HKG20PrdApp04-01
2300793,NULL
2321379,NULL
2301391,NULL
2195800,BZ6PrdStr17
2208562,DZ5PrdStr12
709331,DM1PrdXts01
709333,BN1PrdXts01
2263759,DZ5PrdStr15
2195949,BZ6PrdStr09
2208113,DB6PrdStr12
2208395,SY3PrdStr07
2267797,DB3PrdStr13
2195926,BLAPrdStr02
2264134,CY4PrdSDF01
2264565,CDM05PrdStr02
2263252,HK2PrdStr07
2208155,OS1PrdStr02
2195898,BYAPrdStr11
2263251,SG2PrdStr06
2264564,CBZ06PrdStr01
2196137,BL6PrdStr14
2255671,NULL
2255683,NULL
2255668,NULL
2255677,NULL
2255678,NULL
2255679,NULL
2294782,NULL
2294779,NULL
2303021,NULL
2303012,NULL
2205610,SN2PrdApp15-05
2303016,NULL
2303017,NULL
2252267,BYCPrdApp01-05
2294784,CY4PrdApp06-05
2303018,NULL
2303019,NULL
2303020,NULL
2252563,NULL
2253363,BL6PrdApp12-05
2252947,NULL
2256548,NULL
2252269,NULL
2194001,AMS06PrdApp12
2194702,AMS06PrdApp02
2184347,AMS20PrdApp02
2194762,AMS06PrdApp11
2195399,AMS20PrdApp03
2194704,DUB20PrdApp02
2194258,AMS06PrdApp06
2292514,BZ7PrdStp02
2295946,CBN07PrdStp01
2207380,AMS20PrdStp01
2296416,NULL
2204821,NULL
2207704,MWH02PrdStp02
2205134,AMS20PrdStp02
2300957,NULL
2207717,DZ6PrdStp01
2194397,BZ7PrdStp01
2296035,SYD23PrdStp03
2267371,SYD23PrdStp02
2256978,SYD23PrdStp01
2300086,MEL20PrdStp01
2320617,SIN20PrdApp04-01
2206548,AMS06PrdStp01
2321287,NULL
2322119,NULL
2322442,NULL
2263253,AMS06PrdStr02
2194483,CHI21PrdApp01-05
2194166,MRS20PrdApp02-01
2325543,NULL
2325544,NULL
2195471,GRN01PrdApp01-01
2195079,PAR21PrdApp02-01
2267944,AMS06PrdStr01
2207119,NULL
2303806,NULL
2303807,NULL
2207120,NULL
2322398,NULL
2322081,NULL
2321697,NULL
2321249,NULL
2292353,NULL
2303798,NULL
2303799,NULL
2300533,NULL
2194472,PAR21PrdApp01-01
2194295,RED01PrdApp01-01
2303805,NULL
2208084,PAR22PrdStr01
2303802,NULL
2208151,NULL
2260929,NULL
2322736,NULL
2321481,NULL
2208152,NULL
2303810,NULL
2303808,NULL
2303800,NULL
2208394,NULL
2204800,MRS20PrdStp01
2204801,NULL
2300263,RED01PrdStp01
2295953,GRN01PrdStp01
2301409,SHA20PrdStp01
2268112,MRS20PrdStr02
2263262,GRN01PrdStr01
2263245,RED01PrdStr01
2321953,NULL
2321604,NULL
2260930,NULL
2206652,PAR22PrdStp01
2301300,NULL
2195171,PAR20PrdApp02-01
2207122,PAR22PrdApp02-01
2301426,NULL
2204807,PAR20PrdStp01
2305848,NULL
2322614,NULL
2322026,NULL
2294727,SHAPrdApp03-01
2327997,NULL
2195466,BN1AzFApp01-03
2321806,NULL
2205326,FR1PrdApp11-01
2296317,LG1PrdApp05-01
2321653,NULL
2329278,NULL
776166,BN1AzfApp01
776167,DM2AzfApp01
2195643,BN1AzFApp08
2196135,BN1AzFStr04
776177,BN1AzfStr01
2292315,NULL
2255617,LO1PrdStp01
2255614,MM1PrdStp01
2208251,SH3PrdStr01
2291568,BJBPrdStr04
2301292,NULL
2321413,NULL
2305920,NULL
2291653,NULL
2292248,NULL
2303847,SN4PrdStp05
2154591,BN6PrdStr17
2196389,SN4PrdStr18
2195364,MWH02TstApp01-01
2303813,NULL
926058,BY3TstStr01
2329798,NULL
2329866,NULL
2329210,NULL
2268128,NULL
2201439,AMS20PrdApp11
2328889,NULL
2329832,NULL
2305858,BLAPrdApp13
2292366,SN4PrdStr16
2295122,PAR22PrdStr03
2299636,CBN07PrdStr01
2206524,MA1PrdDWS01
2207663,BLAPrdApp07
2208665,NULL
2208669,NULL
2266897,PAR21PrdStr01
2256553,NULL
2256554,NULL
2208667,NULL
2208666,NULL
2205071,NULL
2208668,NULL
2207664,MWH01PrdApp14-01
2194630,MWH01PrdApp14-03
2206546,MWH01PrdApp14-02
2207121,AMS20PrdApp04-01
2257128,LN1PrdGPZ01
2207118,AMS20PrdApp04-02
2205309,BZ6PrdApp17-01
2299552,NULL
2205661,NULL
2253370,NULL
2253333,NULL
2322139,NULL
2303013,NULL
2321640,NULL
2322709,NULL
2206550,SYD23PrdGPC01
925950,SN3TstApp09
2327999,NULL
2328000,NULL
2303790,NULL
2132729,AM5TstAppXX
2132738,NULL
2132731,DB3PrdAppXX
2132726,NULL
2132727,NULL
2132725,NULL
2132741,DM2PrdAppXX
2132724,CO1TstAppXX
2132734,NULL
2132735,NULL
2132733,CO1TstAppXX
2132736,NULL
2132728,AM3PrdAppXX
2132730,DB3PrdAppXX
2132716,NULL
2132713,CO1TstAppXX
2132714,NULL
2132718,AM5TstAppXX
2132719,DB3PrdAppXX GEN4 Test)
2132720,DB3PrdAppXX
2132709,AM4PrdApp17
2132722,NULL
2132717,AM3PrdAppXX
2132739,NULL
2132723,NULL
2132742,DM2PrdAppXX
2132737,SG2PrdApp19
2132732,NULL
2132740,NULL
2132715,NULL
2132703,NULL
2321587,NULL
2321525,NULL
2321562,NULL
2322387,NULL
2321688,NULL
2322008,NULL
2322577,NULL
2299551,NULL
2292337,NULL
2329390,NULL
2338311,NULL
2341215,NULL
2341216,NULL
2322641,NULL
2321922,NULL
2322171,NULL
2341212,NULL
2341213,NULL
2322678,NULL
2321637,NULL
2322226,NULL
2321541,NULL
2322113,NULL
2321368,NULL
2258249,NULL
2322326,NULL
2258257,BZ6PrdSDF02
2300076,NULL
2300511,NULL
2294818,AMS20PrdApp12
2321595,NULL
2301118,NULL
2301031,NULL
2303025,NULL
2299677,NULL
2264566,NULL
2299679,NULL
2299678,NULL
2325584,NULL
2303026,NULL
2264082,NULL
2263526,CW1PrdApp01-05
2256795,NULL
2256988,NULL
2207528,AMS06PrdGPC01
2328632,NULL
2307627,NULL
2321187,BLAPrdGPC04
2264133,BN6PrdSDF02
2255674,NULL
2189386,MW1P
2320647,NULL
2320648,NULL
2321474,NULL
2322098,NULL
2329440,NULL
2196378,MWH01PrdStr09
2196217,CBN06PrdStr02
2299102,CBN07PrdStr01
2195798,DM5PrdStr16
2299099,DZ5PrdStr16
2207553,SN6PrdGPC01
2256968,SN4PrdGPC04
2322386,NULL
2322136,MWZ02PrdGPZ01
2329018,NULL
2321475,NULL
2257059,BLAPrdGPZ02
2328652,NULL
2329975,NULL
2321343,NULL
2196181,CY4PrdStr11
2204824,PAR03P
2208626,DSM01P
2193234,PS1P
2208657,AMS01P
2006742,DM3P
2006723,BN3P
2189505,LN2P
2006743,BN3N
2196619,BN1N
2204803,PAR01P
2208632,BN01P
2208633,BN02P
2201385,BL6P
2193233,SE1P
2208627,DMS02P
2006724,DM2P
2208651,DUB01P
2201384,BY01P
2006740,SG2P
2204850,CPQ01P
2006737,SH1N
2006727,DB3P
2300083,NULL
2299946,NULL
2322685,NULL
2301168,NULL
2322526,NULL
2305853,NULL
2300209,NULL
2321718,NULL
2321382,NULL
2300403,NULL
2321901,NULL
2321137,NULL
2322385,NULL
2322596,NULL
2301187,NULL
2300579,NULL
2305849,NULL
2321235,NULL
2299943,NULL
2328925,NULL
2329874,NULL
2337615,NULL
2337309,NULL
2337490,NULL
2337383,NULL
2337346,NULL
2337665,NULL
2338460,NULL
2338548,NULL
2337926,NULL
2338079,NULL
2338037,NULL
2338666,NULL
2338844,NULL
2337636,NULL
2337723,NULL
2337567,NULL
2337937,NULL
2337299,NULL
2338831,NULL
2338454,NULL
2338837,NULL
2338657,NULL
2338514,NULL
2337980,NULL
2337767,NULL
2338860,NULL
2337450,NULL
2337464,NULL
709329,BY3PrdHPC01
709327,SN3PrdHPC01
709328,BL3PrdHPC01
709178,KW1PrdHPC01
709091,AM3PrdHPC01
709092,DB4PrdHPC01
2338092,NULL
2337494,NULL
2338010,NULL
2337933,NULL
2338368,NULL
2338272,NULL
2338745,NULL
2338032,NULL
2337526,NULL
2337679,NULL
2337707,NULL
2338777,NULL
2338698,NULL
2337902,NULL
2338280,NULL
2337971,NULL
2337777,NULL
2338318,NULL
2338201,NULL
2338122,NULL
2337470,NULL
2338769,NULL
2338685,NULL
2301432,NULL
2301193,NULL
2300861,NULL
2294778,BLAPrdApp12
2321960,NULL
2301178,NULL
2325540,NULL
2294819,MWH01PrdApp21
2294820,SG2PrdApp37
2321499,NULL
2322118,NULL
2321370,NULL
2322418,NULL
2300672,NULL
2341814,NULL
2341815,NULL
2341808,NULL
2341809,NULL
2341810,NULL
2341811,NULL
2201389,HKG01P
2208648,PAR02P
2298924,BN1N
2253662,SN6PrdHPC01
2255682,NULL
2255684,NULL
2321429,NULL
2291535,SYD23PrdApp05
2291534,MA1PrdApp09
2291536,OSA20PrdApp05
2305857,PN1PrdApp08
2296644,TY1PrdApp20
2329690,NULL
2329565,NULL
2292265,NULL
2295529,SG2PrdApp40
2186122,BN3N
2329952,NULL
2306407,AMS06PrdGPC03
2268672,NULL
2307529,MWZ02PrdGPC01
2306788,MWZ02PrdGPC04
2306400,NULL
2306176,BLAPrdGPC03
2306495,NULL
2294790,NULL
2294791,NULL
2294821,NULL
2294822,NULL
2306837,NULL
2306373,AMS06PrdGPC02
2319916,NULL
2306514,MWZ02PrdGPC03
2307386,BLAPrdGPC02
2321132,NULL
2321588,NULL
2322156,NULL
2321830,NULL
2328001,NULL
2328885,NULL
2327980,NULL
2299103,BZ7PrdStr04
2006744,AMS04
2006736,BJ1N
2006721,BY3P
2189387,CY4P
2196620,SN5N
2201386,PHX01N
2201387,CHI01P
2189506,CW2P
2321454,NULL
2322589,NULL
2298897,MWZ02PrdGPM02
2298898,MWZ02PrdGPM03
2260001,MWH01PrdGPC05
2307397,AMS06PrdGPM01
2307689,AMS06PrdGPM02
2306881,SG2PrdGPM01
2307759,BLAPrdGPM01
2298896,MWZ02PrdGPM01
2307424,SN6PrdGPC02
2291550,ML1P
2260925,MRS01P
2298919,MA1P
2298920,PS1P
2264142,BJS01N
2298923,CW2P
2298921,PN1P
2291565,SYD01P
2291544,BJS01N
2333957,PN1P
2333970,MRS01P
2333964,LN2P
2333962,NULL
2333975,NULL
2333971,FR1N
2333972,TY1P
2333973,OSA01P
2303812,NULL
2264138,SHA01N
2298914,NULL
2291563,MEL01P
2260928,PAR02P
2298927,BM1P
2341812,NULL
2341813,NULL
2341816,NULL
2291558,QB1P
2260923,SHA01N
2264141,QB1P
2264901,CDM01P
2260927,PHX01N
2260921,SYD01P
2298913,SEL01P
2298912,CBN01P
2291562,NULL
2291538,MEL01P
2325541,CBR01P
2325542,CBR02P
2291537,CPQ01P
2264136,SHA01N
2264135,BL01P
2291540,BN1N
2291551,TO1P
2298915,SH1N
2291546,BL02P
2264137,QB1P
2260926,BL02P
2291555,SEL01P
2261402,CDM01P
2261403,CBN01P
2298918,LG1N
2298916,SH1N
2298917,SEL01P
2264147,CDM01P
2260924,TYO01P
2303804,TYO1P
2291543,HKG01P
2298922,DM3N
2298928,BL01P
2291549,CBN01P
2333974,CHI02P
2333961,TYO01P
2333963,SIN01P
2333965,CBR01P
2333966,CBR02P
2333967,SHA01N
2333968,BJ1N
2333969,BJS01N
2333958,DM3N
2333959,BN3N
2298911,CHI02P
2204817,OSA01P
2264140,LN2P
2291542,SIN01P
2291556,MA1P
2264903,BM1P
2264904,MWH02P
2264143,LG1N
2264144,MA1P
2291547,SN5N
2291557,LN2P
2264902,SN5N
2291541,CY4P
2291539,LG1N
2260922,TY1P
2291552,PN1P
2264145,PS1P
2291564,OSA01P
2303048,NULL
2291560,CW2P
2291561,BM1P
2303050,NULL
2264905,MWH01P
2264139,PHX01N
2291559,PS1P
2291548,AMS02P
2291545,SN01P
2264899,CW2P
2299098,DZ6PrdStr01
2260000,MWH01PrdGPM01
2186123,DM3N
2201440,LN1PrdApp15
2305856,MEL20PrdApp04
2322184,NULL
2322688,NULL
2295914,CY4PrdStr10
2294692,MWH02PrdStr04
2205162,SN4PrdGPZ03
2321135,NULL
2299966,CHI21PrdGPZ01
2207744,BZ7PrdGPZ01
2206530,AMS06PrdGPZ02
2321809,NULL
2205659,SN4PrdGPZ05
926057,SN3TstStr01
2299100,SIN20PrdStr01
2299096,DB6PrdStr13
2196034,SG2PrdStr08
2299095,DUB20PrdStr02
2207263,AMS06PrdGPZ03
2294823,SN4PrdApp27
2208644,BN3N
2208643,DUB02P
2201388,SG01P
2257541,SN01P
2264572,NULL
2298850,NULL
2207124,SG2PrdApp35-01
2208579,BLAPrdApp06
2208465,SG3PrdStr03
2321715,NULL
2303814,SN4PrdStr17
2196380,ML1PrdStr07
2257522,DB3PrdStr08
2208850,SN4PrdStr12
2196381,SG2PrdStr05
2296637,YQ1PrdStr06
2328473,NULL
2328472,NULL
2298851,NULL
2298848,NULL
2298849,NULL
2257527,AMS20PrdStr03
2260932,OSA20PrdStr02
2260931,TY1PrdStr09
2132754,NULL
2132755,NULL
2132756,NULL
2208459,PAR20PrdStr02
2296656,YT1PrdStr06
2142068,NULL
2142067,NULL
2328522,NULL
2336070,MWH02PrdStr05
2195929,MWZ02PrdStr01
2322544,NULL
2201438,BZ6PrdApp15
2005635,CQ1PrdApp03
925886,CQ1PrdApp02
2000727,BN3PrdApp03
2003665,BN3PrdApp07
2002960,BN3PrdDDC02
2002294,AM3PrdDDC09
2003687,SY3PrdApp02
2002568,TY1PrdApp02
2002952,DB4PrdDDC08
2000253,AM3PrdApp23
2003686,ML1PrdApp02
2000251,AM3PrdApp22
2003718,SY3PrdApp04
2002978,SN3PrdApp15
2000004,HK2PrdApp04
2000372,OS2PrdApp01
2003662,SN1PrdApp02Agg04
2002117,DM2PrdApp08
2002927,BY3PrdApp17
2000729,BN3PrdApp04
2002563,CH3PrdDDC04
2002957,BN3PrdApp05
2000724,DM2PrdApp04
2003697,DM2PrdApp06
2000817,BY3PrdApp16
2002102,BY3PrdApp12
2000481,BL3PrdApp10
2000726,BN3PrdStp01
2003651,BN3PrdDDC01
2002570,BL3PrdDDC02
2000352,TY1PrdDDC01
2003653,HK2PrdDDC04
2003654,SG3PrdDDC04
2003652,BY3PrdDDC05
2004974,SN3PrdApp14
2002208,BY3PrdApp15
2002220,BN3PrdApp06
2004975,BL4PrdDDC01
2003650,DB5PrdDDC01
2003060,BY4PrdApp01
2000482,BL4PrdApp01
2002567,OS2PrdDDC01
2000254,AM4PrdApp01
2001522,DB5PrdApp01
2000041,SG2PrdApp01
2005854,BL4PrdStr01
2002098,BN3PrdStr02
2005855,BY3PrdStr05
